frameNumber,trackerPosition,trackerRotation,centerHit,centerHitPosition,centerHitGroup,boxHit,boxHitPosition,boxHitGroup,presentObjectName,presentObjectGroup
1119,"(-124.0, 102.5, 318.5)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.0, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*
1120,"(-124.0, 102.5, 318.9)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.1, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*
1121,"(-124.0, 102.5, 319.7)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.3, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1122,"(-124.0, 102.5, 320.2)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.5, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1123,"(-124.0, 102.5, 321.0)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.5, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1124,"(-124.0, 102.5, 321.4)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,TS1_Stand_Medium_LOD0,"(-140.1, 101.4, 356.1)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1125,"(-124.0, 102.5, 322.3)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Triangle_Sign_LOD0,"(-121.1, 103.2, 329.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1126,"(-124.0, 102.5, 322.7)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Triangle_Sign_LOD0,"(-120.9, 103.2, 329.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1127,"(-124.0, 102.5, 323.1)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,null,"(0.0, 0.0, 0.0)",null,Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1128,"(-124.0, 102.5, 324.0)","(0.1, -0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,New_NPC (54)(Clone),"(-138.0, 100.8, 368.5)",PedestriansManager,Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (54)(Clone)*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1129,"(-124.0, 102.5, 324.4)","(0.1, -0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,New_NPC (54)(Clone),"(-138.0, 102.2, 368.1)",PedestriansManager,TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*New_NPC (54)(Clone)*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1130,"(-124.1, 102.5, 325.3)","(0.0, -0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,New_NPC (54)(Clone),"(-138.0, 103.2, 368.1)",PedestriansManager,TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*3652_combined_retirement3  [Legacy Shaders/Diffuse]*New_NPC (54)(Clone)*U_SUV01(Clone)*New_NPC (74)(Clone)*New_NPC (82)(Clone)*New_NPC (67)(Clone)*New_NPC (81)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1131,"(-124.1, 102.5, 325.7)","(0.0, -0.1, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,New_NPC (54)(Clone),"(-138.0, 103.2, 368.0)",PedestriansManager,Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Big Apartment 2*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1 Stand Medium*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*Building 14*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (67)(Clone)*New_NPC (81)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1132,"(-124.1, 102.5, 326.5)","(0.0, -0.1, 0.0, 1.0)",U_SUV01(Clone),"(-145.9, 101.7, 403.9)",CarsManager,New_NPC (54)(Clone),"(-138.0, 103.2, 367.9)",PedestriansManager,LB_building-7_LOD0 (1)*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Forklift*smallRoadblock (3)*smallRoadblock (2)*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Straight or Right (4)*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Building 14*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (67)(Clone)*New_NPC (81)(Clone)*U_SSC05(Clone)*New_NPC (44)(Clone)*New_NPC (48)(Clone)*New_NPC (50)(Clone)*New_NPC (107)(Clone)*New_NPC (84)(Clone)*New_NPC (47)(Clone)*New_NPC (49)(Clone)*New_NPC (93)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1133,"(-124.1, 102.5, 327.0)","(0.0, -0.1, 0.0, 1.0)",U_SUV01(Clone),"(-145.2, 102.3, 403.9)",CarsManager,New_NPC (54)(Clone),"(-138.0, 103.2, 367.9)",PedestriansManager,LB_building-7_LOD0 (1)*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Forklift*smallRoadblock (3)*smallRoadblock (2)*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Straight or Right (4)*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Building 14*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*Circle_Sign_LOD0*TS1 Stand Medium*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (67)(Clone)*New_NPC (81)(Clone)*U_SSC05(Clone)*New_NPC (44)(Clone)*New_NPC (48)(Clone)*New_NPC (50)(Clone)*New_NPC (39)(Clone)*New_NPC (107)(Clone)*New_NPC (84)(Clone)*New_NPC (47)(Clone)*New_NPC (49)(Clone)*New_NPC (65)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1134,"(-124.1, 102.5, 327.8)","(0.0, -0.1, 0.0, 1.0)",U_SUV01(Clone),"(-146.2, 102.2, 403.9)",CarsManager,New_NPC (54)(Clone),"(-138.0, 103.2, 367.8)",PedestriansManager,Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*smallRoadblock (3)*smallRoadblock (2)*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Straight or Right (4)*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Building 14*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1 Stand Medium*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (67)(Clone)*New_NPC (81)(Clone)*U_SSC05(Clone)*New_NPC (44)(Clone)*New_NPC (101)(Clone)*New_NPC (102)(Clone)*New_NPC (107)(Clone)*New_NPC (93)(Clone)*New_NPC (13)(Clone)*New_NPC (75)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1135,"(-124.1, 102.5, 328.3)","(0.0, -0.2, 0.0, 1.0)",U_SUV01(Clone),"(-148.3, 101.6, 403.8)",CarsManager,New_NPC (54)(Clone),"(-138.0, 103.2, 367.8)",PedestriansManager,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*smallRoadblock (1)*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Building 14*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (75)(Clone)*U_SSC05(Clone)*New_NPC (73)(Clone)*New_NPC (30)(Clone)*New_NPC (77)(Clone)*New_NPC (95)(Clone)*U_EC01(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*
1136,"(-124.1, 102.5, 329.1)","(0.0, -0.2, 0.0, 1.0)",New_NPC (54)(Clone),"(-137.8, 101.3, 367.8)",PedestriansManager,New_NPC (54)(Clone),"(-137.9, 103.2, 367.7)",PedestriansManager,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Big Apartment 2*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*Building 3*Building 14*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*
1137,"(-124.1, 102.5, 329.6)","(0.0, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Circle_Sign_LOD0,"(-139.8, 104.1, 356.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*Building 3*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (98)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1138,"(-124.1, 102.5, 330.4)","(0.0, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Circle_Sign_LOD0,"(-139.8, 104.1, 356.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Building 3*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_SUV01(Clone)*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*New_NPC (98)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1139,"(-124.1, 102.5, 330.9)","(0.1, -0.2, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Circle_Sign_LOD0,"(-139.8, 104.1, 356.2)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Building 3*3652_combined_retirement3  [Legacy Shaders/Diffuse]*New_NPC (54)(Clone)*New_NPC (82)(Clone)*New_NPC (74)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
