frameNumber,trackerPosition,trackerRotation,centerHit,centerHitPosition,centerHitGroup,boxHit,boxHitPosition,boxHitGroup,presentObjectName,presentObjectGroup
1015,"(-124.4, 102.6, 246.8)","(0.0, 0.3, 0.0, 1.0)",House_2_lod_0,"(-80.5, 103.9, 323.6)",WestRide Buildings,Circle_Sign_LOD0,"(-120.9, 103.3, 256.0)",WestRide Traffic,Retirement 1*Retirement 1*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*New_NPC (85)(Clone)*New_NPC (32)(Clone)*New_NPC (66)(Clone)*New_NPC (101)(Clone)*New_NPC (78)(Clone)*,WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1016,"(-124.4, 102.6, 247.4)","(0.0, 0.3, 0.0, 1.0)",House_2_lod_0,"(-81.4, 102.9, 323.6)",WestRide Buildings,Circle_Sign_LOD0,"(-120.9, 103.3, 256.0)",WestRide Traffic,Retirement 1*Retirement 1*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (85)(Clone)*New_NPC (32)(Clone)*New_NPC (66)(Clone)*New_NPC (101)(Clone)*New_NPC (78)(Clone)*,WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1017,"(-124.4, 102.6, 248.7)","(0.0, 0.2, 0.0, 1.0)",House_2_lod_0,"(-85.3, 101.8, 323.6)",WestRide Buildings,Circle_Sign_LOD0,"(-120.9, 104.1, 256.0)",WestRide Traffic,Retirement 1*Retirement 1*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Square_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (66)(Clone)*New_NPC (78)(Clone)*U_SC05(Clone)*,WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*CarsManager*
1018,"(-124.4, 102.6, 249.3)","(0.0, 0.2, 0.0, 1.0)",New_NPC (66)(Clone),"(-104.9, 101.7, 292.0)",PedestriansManager,Circle_Sign_LOD0,"(-120.9, 104.1, 256.0)",WestRide Traffic,Retirement 1*TS1_Stand_Medium_LOD0*Body*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (66)(Clone)*New_NPC (78)(Clone)*New_NPC (57)(Clone)*U_SC05(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*
1019,"(-124.4, 102.6, 250.6)","(0.0, 0.2, 0.0, 1.0)",House_2_lod_0,"(-98.0, 100.9, 323.6)",WestRide Buildings,Circle_Sign_LOD0,"(-120.9, 104.1, 256.0)",WestRide Traffic,TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (66)(Clone)*New_NPC (75)(Clone)*New_NPC (90)(Clone)*,WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*
1020,"(-124.4, 102.6, 251.2)","(0.0, 0.1, 0.0, 1.0)",New_NPC (75)(Clone),"(-117.4, 102.1, 278.4)",PedestriansManager,Circle_Sign_LOD0,"(-120.9, 104.1, 256.0)",WestRide Traffic,Retirement 1*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0 (1)*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (75)(Clone)*New_NPC (62)(Clone)*New_NPC (38)(Clone)*New_NPC (43)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1021,"(-124.5, 102.6, 252.4)","(0.0, 0.1, 0.0, 1.0)",House_2_lod_0,"(-112.8, 101.5, 326.6)",WestRide Buildings,Triangle_Sign_LOD0,"(-121.5, 104.1, 262.6)",WestRide Traffic,Retirement 1*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1 Stand Medium*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*body*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Tocus_Body*body*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (13)(Clone)*New_NPC (75)(Clone)*New_NPC (62)(Clone)*New_NPC (38)(Clone)*New_NPC (43)(Clone)*New_NPC (79)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1022,"(-124.5, 102.6, 253.0)","(0.0, 0.0, 0.0, 1.0)",New_NPC (58)(Clone),"(-117.0, 100.7, 391.1)",PedestriansManager,Triangle_Sign_LOD0,"(-121.5, 104.1, 262.6)",WestRide Traffic,Retirement 1*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1 Stand Medium*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*U_EC01(Clone)*New_NPC (98)(Clone)*New_NPC (58)(Clone)*New_NPC (13)(Clone)*U_EC02(Clone)*New_NPC (40)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*CarsManager*PedestriansManager*
1023,"(-124.5, 102.6, 254.2)","(0.0, 0.0, 0.0, 1.0)",null,"(0.0, 0.0, 0.0)",null,Triangle_Sign_LOD0,"(-120.6, 104.1, 262.6)",WestRide Traffic,LB_building-7_LOD0 (1)*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*TS1 Stand Medium*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*3855_combined_LB_building-6  [Legacy Shaders/Reflective/Specular]*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*3841_combined_LB_building-2  [Legacy Shaders/Reflective/Specular]*LB_building-1_LOD0*LB_building-6_LOD0*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (88)(Clone)*U_EC03(Clone)*New_NPC (39)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Buildings*PedestriansManager*CarsManager*PedestriansManager*
1024,"(-124.5, 102.6, 254.8)","(0.0, -0.1, 0.0, 1.0)",House_1_lod_0 (2),"(-155.9, 100.8, 433.8)",WestRide Buildings,Triangle_Sign_LOD0,"(-120.8, 104.1, 262.6)",WestRide Traffic,LB_building-7_LOD0 (1)*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*LB_building-7_LOD0*Big Apartment 2*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*body*mediumRoadblock (1)*3855_combined_LB_building-6  [Legacy Shaders/Reflective/Specular]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*Building 11*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Building 13*3651_combined_retirement1  [Legacy Shaders/Transparent/Cutout/Diffuse]*New_NPC (83)(Clone)*New_NPC (77)(Clone)*U_SSC05(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*PedestriansManager*PedestriansManager*CarsManager*
1025,"(-124.5, 102.6, 256.0)","(0.0, -0.2, 0.0, 1.0)",House_2_lod_2 (1),"(-150.0, 101.8, 336.4)",WestRide Buildings,Triangle_Sign_LOD0,"(-121.4, 103.8, 262.6)",WestRide Traffic,LB_building-7_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Body*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*Building 14*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_SSC05(Clone)*New_NPC (57)(Clone)*New_NPC (43)(Clone)*New_NPC (49)(Clone)*New_NPC (100)(Clone)*New_NPC (82)(Clone)*New_NPC (68)(Clone)*New_NPC (47)(Clone)*New_NPC (33)(Clone)*New_NPC (94)(Clone)*New_NPC (69)(Clone)*New_NPC (75)(Clone)*,WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1026,"(-124.5, 102.6, 257.2)","(0.0, -0.2, 0.0, 1.0)",House_2_lod_2 (1),"(-158.1, 101.9, 329.0)",WestRide Buildings,Rhombus_Sign_LOD0,"(-134.5, 104.1, 271.8)",WestRide Traffic,B40 (2)*store2 (1)*B024*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Rhombus_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*smallRoadblock (3)*smallRoadblock (2)*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*3859_combined_apartments1  [Legacy Shaders/Diffuse]*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Body*TS1_Stand_Medium_LOD0*Square_Sign_LOD0*body*Building 3*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*3851_combined_B40_T02  [Legacy Shaders/Bumped Diffuse]*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*store2*3652_combined_retirement3  [Legacy Shaders/Diffuse]*U_EC01(Clone)*New_NPC (109)(Clone)*New_NPC (50)(Clone)*New_NPC (79)(Clone)*New_NPC (102)(Clone)*,WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*CarsManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
1027,"(-124.5, 102.6, 257.8)","(0.0, -0.3, 0.0, 1.0)",House_2_lod_2 (1),"(-166.9, 101.8, 328.7)",WestRide Buildings,Rhombus_Sign_LOD0,"(-134.5, 104.1, 271.8)",WestRide Traffic,store2 (1)*B024*Circle_Sign_LOD0*Circle_Sign_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Rhombus_Sign_LOD0*TS1_Stand_Medium_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Rhombus_Sign_LOD0*smallRoadblock*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*Square_Sign_LOD0*TS1_Stand_Medium_LOD0*Inverted_Triangle_Sign_LOD0*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*TS1_Stand_Medium_LOD0*Building 4*Building 3*Building 6*TS1_Stand_Medium_LOD0*Circle_Sign_LOD0*3851_combined_B40_T02  [Legacy Shaders/Bumped Diffuse]*3652_combined_retirement3  [Legacy Shaders/Diffuse]*New_NPC (58)(Clone)*New_NPC (109)(Clone)*New_NPC (89)(Clone)*New_NPC (59)(Clone)*New_NPC (104)(Clone)*New_NPC (67)(Clone)*,WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*WestRide Buildings*WestRide Traffic*WestRide Traffic*WestRide Buildings*WestRide Buildings*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*PedestriansManager*
